Robot,IP,Status,Version,OS Major,OS Minor,OS Description,Port,Domain
gvecsm0340ap,10.70.165.240,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0341ap,10.70.165.241,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0342ap,10.70.165.244,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0343ap,10.70.165.245,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0344ap,10.70.165.248,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0345ap,10.70.165.249,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0346ad,10.194.224.44,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0347at,10.70.166.164,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0348at,10.70.166.165,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0349at,10.70.166.166,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0350at,10.70.166.167,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0352ap,10.70.166.168,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0353ap,10.70.166.169,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0354ap,10.70.166.170,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0355ap,10.70.166.171,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0356ap,10.70.165.99,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0359ap,10.70.166.174,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0361ap,10.70.164.154,OK,"9.33 [Build 9.33.1727, Mar 12 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0362ap,10.70.164.155,OK,"9.33 [Build 9.33.1727, Mar 12 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0367ap,10.70.167.5,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0372ip,10.70.166.186,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0378ap,10.70.167.18,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2012 R2 Standard, 64-bit",Service Pack 0 Build 9600,48000,Givaudan
gvecsm0379ips,10.195.35.21,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0382ad,10.70.165.77,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0383ad,10.70.165.80,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0384ads,10.194.228.5,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0385ats,10.194.85.27,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0386aps,10.195.35.1,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0391ips,10.195.35.22,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0404ap,10.70.166.182,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0405ap,10.70.166.179,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0415ap,10.70.164.157,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0454ad,10.70.166.191,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0454ap,10.195.35.8,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0455ap,10.195.35.9,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0466ap,10.70.164.130,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0472ips,10.195.32.65,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0490ips,10.194.128.73,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0491ips,10.194.128.74,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0492ips,10.194.128.80,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0493ips,10.194.128.75,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0494ips,10.194.128.76,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0495ips,10.194.128.79,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0501ip,10.70.166.135,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0502ip,10.70.166.136,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0503ip,10.70.166.137,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0504ip,10.70.166.138,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0533aps,10.195.35.19,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0572ips,10.195.32.70,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0700ap,10.70.166.97,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0701ap,10.70.166.98,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0702ap,10.70.166.99,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0703ap,10.70.166.100,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0704ap,10.70.166.101,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0705ap,10.70.166.102,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm0710ap,10.70.165.97,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0830ap,10.195.33.3,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0831ap,10.195.33.1,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0832ap,10.195.33.4,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0833ap,10.195.33.5,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0834ap,10.195.33.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0835ap,10.195.33.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0836ap,10.195.33.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0837ap,10.195.33.37,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0838ap,10.195.33.38,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0839ap,10.195.33.39,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0840ap,10.195.33.40,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0841ap,10.195.33.41,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0842ap,10.195.33.42,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0843ap,10.195.33.43,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0844ap,10.195.33.44,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0845ap,10.195.33.45,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0846ap,10.195.33.46,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0847ap,10.195.33.47,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0848ap,10.195.33.48,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0903ips,10.195.32.73,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0904ips,10.195.32.74,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0905ips,10.195.32.75,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0906ips,10.195.32.76,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0907ip,10.195.16.8,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0908ip,10.195.16.14,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0909ips,10.195.16.16,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0910ips,10.195.16.17,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0914ips,10.195.32.77,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm0921aps,10.195.33.6,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm2700at,10.70.166.50,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm2701at,10.70.166.51,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm2702at,10.70.166.52,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm2703at,10.70.166.53,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm2750ats,10.194.85.56,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2751ats,10.194.85.57,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2752ats,10.194.85.58,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2820at,10.194.81.20,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2821at,10.194.81.21,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2822at,10.194.81.1,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2823at,10.194.81.23,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2824at,10.194.81.24,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2825at,10.194.81.25,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2826at,10.194.81.26,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2827at,10.194.81.27,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2828at,10.194.81.28,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2829at,10.194.81.29,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2830at,10.194.81.30,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2831at,10.194.81.31,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2832at,10.194.81.32,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2833at,10.194.81.33,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2834at,10.194.81.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2835at,10.194.81.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2836at,10.194.81.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2837at,10.194.81.37,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm2838at,10.194.81.38,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3000ap,10.70.165.86,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3001ap,10.194.129.11,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3002ap,10.194.129.12,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3004ap,10.194.129.14,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3020at,10.70.165.54,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3021at,10.194.129.21,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3022at,10.194.129.22,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3030ap,10.70.164.40,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3031ap,10.70.165.230,OK,"9.33 [Build 9.33.1727, Mar 12 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3032ap,10.70.164.163,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3033ap,10.70.164.169,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3040ad,10.70.165.0,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3041ad,10.194.129.10,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3042ad,10.194.129.13,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3065ap,10.70.165.219,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3066ap,10.70.165.220,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3067ap,10.70.165.221,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3070ap,10.70.167.7,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3080ap,10.70.165.123,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3081ap,10.70.165.130,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3082ap,10.70.165.156,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3083ap,10.70.165.158,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2016 Standard, 64-bit",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3090ap,10.70.165.91,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3100ap,10.70.166.209,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3101ap,10.195.35.26,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3121ap,10.195.35.24,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3122ap,10.195.35.25,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3201at,10.194.85.36,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3221at,10.194.85.35,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3222at,10.194.85.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3230at,10.70.164.153,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3231at,10.70.164.179,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3232at,10.70.164.161,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3233at,10.70.164.162,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2019 Standard, 6",Service Pack 0 Build 17763,48000,Givaudan
gvecsm3265at,10.70.166.34,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3270at,10.70.167.8,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3280at,10.70.165.11,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3281at,10.70.165.30,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3282at,10.70.165.52,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3283at,10.70.165.79,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3290at,10.70.166.190,OK,"9.33 [Build 9.33.1732, Mar 18 2021]",Windows,"Windows Server 2016 Standard, 6",Service Pack 0 Build 14393,48000,Givaudan
gvecsm3400ad,10.70.164.13,OK,"9.35 [Build 9.35.240, May 10 2022]",Windows,"Windows Server 2019 Standard, 64-bit",Service Pack 0 Build 17763,48000,Givaudan
